target,source,group,long,lat
Belgium,Daoud Corm,1,4.469936,50.50389
Belgrade,Robert MacPherson,1,20.44892,44.78657
Belgrade,Ismail al-Shaikhly,1,20.44892,44.78657
Belgrade,Halil Altindere,1,20.44892,44.78657
Belgrade,Derek Ogbourne,1,20.44892,44.78657
Belvedere,Susan Hefuna,1,-81.94484,33.53097
Benin,Ismaïl Bahri,1,2.315834,9.30769
Bergamo,Latifa Echakhch,1,9.67727,45.69826
Bergamo,Jalal Toufic,1,9.67727,45.69826
Bergen,Rosalind Nashashibi,1,5.322054,60.39126
Berkeley,Eungie Joo,1,-122.2727,37.87159
Berkeley,Ala Ebtekar,1,-122.2727,37.87159
Berkeley,Shirin Neshat,1,-122.2727,37.87159
Berkeley Art Museum,Ala Ebtekar,2,NA,NA
Berlin,Gilbert Hage,1,13.40495,52.52001
Berlin,Samira Badran,1,13.40495,52.52001
Berlin,Almagul Menlibayeva,1,13.40495,52.52001
Berlin,Susan Hefuna,1,13.40495,52.52001
Berlin,Ayreen Anastas,1,13.40495,52.52001
Berlin,Ahmad Konash,1,13.40495,52.52001
Berlin,Rabih Mroué,1,13.40495,52.52001
Berlin,Jalal Toufic,1,13.40495,52.52001
Berlin,Doa Aly,1,13.40495,52.52001
Berlin,Halil Altindere,1,13.40495,52.52001
Berlin,Sophie Ernst,1,13.40495,52.52001
Berlin,Sharif Waked,1,13.40495,52.52001
Berlin,Iman Issa,1,13.40495,52.52001
Berlin,Ashkan Sepahvand,1,13.40495,52.52001
Berlin,Wael Shawky,1,13.40495,52.52001
Berlin,Lawrence Abu Hamdan ,1,13.40495,52.52001
Berlin,Robert MacPherson,1,13.40495,52.52001
Berlin,Saâdane Afif,1,13.40495,52.52001
Berlin,Abdulnasser Gharem,1,13.40495,52.52001
Berlin,Burak Arikan,1,13.40495,52.52001
Berlin,Walid Raad,1,13.40495,52.52001
Berlin,Firoz Mahmud,1,13.40495,52.52001
Berlin,Meriç Algün Ringborg ,1,13.40495,52.52001
Berlin,Melik Ohanian,1,13.40495,52.52001
Berlin,Raeda Saadeh,1,13.40495,52.52001
Berlin,Khalid al-Jader,1,13.40495,52.52001
Berlin,Hani Alireza ,1,13.40495,52.52001
Berlin,Eva Meyer-Keller,1,13.40495,52.52001
Berlin,Ayşe Erkmen,1,13.40495,52.52001
Berlin,Manal Al Dowayan,1,13.40495,52.52001
Berlin,Raed Yassin,1,13.40495,52.52001
Berlin,Basim Magdy ,1,13.40495,52.52001
Berlin,Maha Maamoun,1,13.40495,52.52001
Berlin,Sherif El Azma,1,13.40495,52.52001
Berlin,Hamra Abbas,1,13.40495,52.52001
Berlin,Hayv Kahraman,1,13.40495,52.52001
Berlin,Taysir Batniji,1,13.40495,52.52001
Berlin,Yasam Sasmazer,1,13.40495,52.52001
Berlin,Trisha Donnelly,1,13.40495,52.52001
Berlin,Leila Pazooki,1,13.40495,52.52001
Berlin,Amar Kanwar,1,13.40495,52.52001
Berlin,Jowhara Al-Saud ,1,13.40495,52.52001
Berlin,Abbas Akhavan,1,13.40495,52.52001
Berlin,Rachid Koraïchi,1,13.40495,52.52001
Berlin,Mounira Al Solh,1,13.40495,52.52001
Berlin,Jumana Manna ,1,13.40495,52.52001
Berlin,David Claerbout,1,13.40495,52.52001
Berlin,Tarek Atoui,1,13.40495,52.52001
Berlin,Shahzia Sikander,1,13.40495,52.52001
Berlin,Idris Khan,1,13.40495,52.52001
Berlin,Farid Belkahia,1,13.40495,52.52001
Berlin,Anri Sala,1,13.40495,52.52001
Berlin,Mona Hatoum,1,13.40495,52.52001
Berlin,Karim Aïnouz,1,13.40495,52.52001
Berlin,Matt Saunders,1,13.40495,52.52001
Berlin,Ahmad Morshedloo,1,13.40495,52.52001
Berlin,Nadia Kaabi-Linke,1,13.40495,52.52001
Berlin,Haytham el Wardany,1,13.40495,52.52001
Berlin,Ahmed Mater,1,13.40495,52.52001
Berlin,Kassab Bachi,1,13.40495,52.52001
Berlin,Setareh Shahbazi,1,13.40495,52.52001
Berlin,Nevin Aladag,1,13.40495,52.52001
Berlin,N.S. Harsha,1,13.40495,52.52001
Berlin,Yto Barrada,1,13.40495,52.52001
Berlin,Haleh Redjaian,1,13.40495,52.52001
Berlin,Haris Epaminonda,1,13.40495,52.52001
Berlin Biennale,Burak Arikan,2,NA,NA
Berlin Biennale,Artur Żmijewski,2,NA,NA
Berlin Biennale,Haris Epaminonda,2,NA,NA
Berlin Biennale,Mohamed Bourouissa,2,NA,NA
Berlin Biennale,Khaled Jarrar,2,NA,NA
Berlin International,Keith Shiri,2,NA,NA
Berlin Technical University,Ayreen Anastas,2,NA,NA
Berlin University of Arts,Leila Pazooki,2,NA,NA
Berlinale World Cinema Fund,Keith Shiri,2,NA,NA
Bern,Marwan Rechmaoui,1,7.444609,46.94792
Bethanien,Burak Arikan,2,NA,NA
Bethanien,Doa Aly,2,NA,NA
Bethanien,Sherif El Azma,2,NA,NA
Bethanien,Haris Epaminonda,2,NA,NA
Bethanien,Iman Issa,2,NA,NA
Bethlehem,Ayreen Anastas,1,-75.37046,40.62593
Beyrouth,Fouad Elkoury,1,35.49548,33.88863
Bezalel Academy,Khalil Rabah,2,NA,NA
Bezalel Academy of Arts and Design,Raeda Saadeh,2,NA,NA
Bezalel Art Academy,Sliman Mansour,2,NA,NA
Bibliothèque Nationale de France,Kassab Bachi,2,NA,NA
Bidoun Portfolio Project,Hala Al Ani,2,NA,NA
Bielefeld,Iman Issa,1,8.532471,52.03023
Bielefelder Kunstverein,Fayçal Baghriche ,2,NA,NA
Bielefelder Kunstverein,Iman Issa,2,NA,NA
Biennale of Paris,Shafic Abboud,2,NA,NA
Biennale of Sydney,Mona Hatoum,2,NA,NA
Biennale of Sydney,Jananne Al-Ani,2,NA,NA
Biennale of Sydney,Meriç Algün Ringborg ,2,NA,NA
Biennale of Sydney,Hamra Abbas,2,NA,NA
Biennale of Sydney,Jayce Salloum,2,NA,NA
Biennale of Sydney,Raeda Saadeh,2,NA,NA
Biennial of Contemporary Art in Bourges,Sirine Fattouh,2,NA,NA
Billings,Moayad Hakim,1,-108.5007,45.78329
Birkbeck College,Başak Ertür,2,NA,NA
Birmingham,Idris Khan,1,-86.80249,33.52066
Birmingham,Rasheed Araeen,1,-86.80249,33.52066
Birmingham,Ayşe Erkmen,1,-86.80249,33.52066
Birzeit University,Yazan Khalili,2,NA,NA
Birzeit University,Rula Halawani,2,NA,NA
Birzeit University,Adila Laidi-Hanieh,2,NA,NA
Birzeit University,Khalil Rabah,2,NA,NA
Black Sea,Aras Özgün,1,34.29932,43.41303
Black Square,Lulwah Al-Homoud,1,NA,NA
Blida,Mohamed Bourouissa,1,2.800568,36.47987
BMG Foundation,Ghada Al-Hassan,2,NA,NA
BMG Foundation,Abdulnasser Al-Amri,2,NA,NA
BMW,Sophie Ernst,2,NA,NA
Body & Soul,Theo Eshetu,2,NA,NA
Boghossian Foundation,Adel Abidin,2,NA,NA
Bologna,Haris Epaminonda,1,11.34262,44.49489
Bonn,Ebtisam Abdulaziz,1,7.098207,50.73743
Bonn,Youssef Nabil,1,7.098207,50.73743
Bonn,Setareh Shahbazi,1,7.098207,50.73743
Bosnia,Adel Abidin,1,-73.11344,-36.78969
Bosnia,Sharif Waked,1,-73.11344,-36.78969
Boston,Raqs Media Collective,1,-71.05888,42.36008
Boston,Darvish Fakhr,1,-71.05888,42.36008
Boston,Hamra Abbas,1,-71.05888,42.36008
Boston,Oraib Toukan,1,-71.05888,42.36008
Boston,Jowhara Al-Saud ,1,-71.05888,42.36008
Boston,Pouran-Jinchi,1,-71.05888,42.36008
Boston,Nabil Nahas,1,-71.05888,42.36008
Boston Museum of Fine Arts,Nabil Nahas,2,NA,NA
Botin Foundation,Meriç Algün Ringborg ,2,NA,NA
Boulder,Driss Ouadahi,1,-105.2705,40.01499
Bourges School of Fine Arts,Saâdane Afif,2,NA,NA
Brancolini & Grimaldi Gallery,Lara Baladi,2,NA,NA
Bratislava,Mohamed Abdelkarim,1,17.10714,48.14589
Bratislava,Khaled Jarrar,1,17.10714,48.14589
Brazil,Khaled Sabsabi,1,-51.92528,-14.235
Brazil,Mohamed Bourouissa,1,-51.92528,-14.235
Brazil,Monir Shahroudy Farmanfarmaian,1,-51.92528,-14.235
Brazil,Ana Vidigal,1,-51.92528,-14.235
Brazil,Abdulhalim Radwi,1,-51.92528,-14.235
Brazil,Suad Al Attar,1,-51.92528,-14.235
Brazil,Moataz Nasr,1,-51.92528,-14.235
Brazil,Jessica Mein,1,-51.92528,-14.235
Brazil,Jilali Gharbaoui,1,-51.92528,-14.235
Brazil,Zineb Sedira,1,-51.92528,-14.235
Brazil,Arefeh Riahi,1,-51.92528,-14.235
Brazil,Marwan Rechmaoui,1,-51.92528,-14.235
Brazil,Ali Essafi,1,-51.92528,-14.235
Brazil,Abdullah Al Saadi,1,-51.92528,-14.235
Brazil,Işıl Eğrikavuk,1,-51.92528,-14.235
Brazilian,Karim Aïnouz,3,NA,NA
Brighton & Hove Museum,Golnaz Fathi,2,NA,NA
Brisbane,Basir Mahmood ,1,153.0234,-27.47101
Brisbane,Imran Qureshi,1,153.0234,-27.47101
Brisbane,Cevdet Erek,1,153.0234,-27.47101
Brisbane,Robert MacPherson,1,153.0234,-27.47101
Bristol,Lawrence Abu Hamdan ,1,-2.58791,51.45451
Bristol,Hala Elkoussy,1,-2.58791,51.45451
Bristol,Doa Aly,1,-2.58791,51.45451
Bristol University,Ali Jabri,2,NA,NA
Britain,Zineb Sedira,1,-2.072784,53.71903
Britain,Raqs Media Collective,1,-2.072784,53.71903
Britain,Jananne Al-Ani,1,-2.072784,53.71903
Britain,Mona Hatoum,1,-2.072784,53.71903
Britain,Rasheed Araeen,1,-2.072784,53.71903
Britain,Reza Aramesh,1,-2.072784,53.71903
Britain,Aras Özgün,1,-2.072784,53.71903
British Airways,Shadia Alem,2,NA,NA
British Museum (London),Mounir Al-Shaarani,2,NA,NA
British Museum (London),Mona Saudi,2,NA,NA
British Museum (London),Walid Siti,2,NA,NA
British Museum (London),Tarek Al-Ghoussein,2,NA,NA
British Museum (London),Suad Al Attar,2,NA,NA
British Museum (London),Ahmed Mater,2,NA,NA
British Museum (London),Golnaz Fathi,2,NA,NA
British Museum (London),Youssef Nabil,2,NA,NA
British Museum (London),Hassan Massoudy,2,NA,NA
British Museum (London),Rachid Koraïchi,2,NA,NA
British Museum (London),Sarah Al Abdali,2,NA,NA
British Museum (London),Athier,2,NA,NA
British Museum (London),Ninar Esber,2,NA,NA
British Museum (London),Nicky Nodjoumi,2,NA,NA
British Museum (London),Lulwah Al-Homoud,2,NA,NA
British Museum (London),Youssef Abdelkė,2,NA,NA
British Museum (London),Shadi Ghadirian,2,NA,NA
British Museum (London),Basmah Felemban,2,NA,NA
British Museum (London),Ahmad Amin Nazar,2,NA,NA
Brittany,Georges Sabbagh,1,-2.932644,48.20205
Brixen,YOVO! YOVO!,1,11.65724,46.7177
Broad Museum,Basir Mahmood ,2,NA,NA
Bronx Museum,Sama Alshaibi,2,NA,NA
Bronx Museum,Magdi Mostafa,2,NA,NA
Bronx Museum,Mohammed Melehi,2,NA,NA
Brooklyn,Murtaza Vali,1,-73.94416,40.67818
Brooklyn,Cabinet,1,-73.94416,40.67818
Brooklyn,Sohrab Mohebbi,1,-73.94416,40.67818
Brooklyn,Diana Al Hadid,1,-73.94416,40.67818
Brooklyn,Nicky Nodjoumi,1,-73.94416,40.67818
Brooklyn,Mariam Ghani,1,-73.94416,40.67818
Brooklyn,Ghada Khunji,1,-73.94416,40.67818
Brooklyn,Ayreen Anastas,1,-73.94416,40.67818
Brooklyn,Fayçal Baghriche ,1,-73.94416,40.67818
Brooklyn Art Council,Rania Attieh,2,NA,NA
Brooklyn Museum,Pouran-Jinchi,2,NA,NA
Brunei,Lulwah Al-Homoud,1,114.7277,4.535277
Brunswick,Nabil Nahas,1,-81.49149,31.14995
Brussels,Raqs Media Collective,1,4.35171,50.85034
Brussels,David Claerbout,1,4.35171,50.85034
Brussels,Raeda Saadeh,1,4.35171,50.85034
Brussels,Mohamed Bourouissa,1,4.35171,50.85034
Brussels,Jalal Toufic,1,4.35171,50.85034
Brussels,Doa Aly,1,4.35171,50.85034
Brussels,Melik Ohanian,1,4.35171,50.85034
Brussels,Nida Sinnokrot,1,4.35171,50.85034
Brussels,Adel Abidin,1,4.35171,50.85034
Brussels,Mouna Karray,1,4.35171,50.85034
Brussels,Ayreen Anastas,1,4.35171,50.85034
Brussels,Slavs and Tatars,1,4.35171,50.85034
Brussels,Khalid al-Jader,1,4.35171,50.85034
Brussels,Manal Al Dowayan,1,4.35171,50.85034
Brussels,Tarek Halaby,1,4.35171,50.85034
Brussels,Sherif El Azma,1,4.35171,50.85034
Brussels,Meriç Algün Ringborg ,1,4.35171,50.85034
Brussels,Marwan Rechmaoui,1,4.35171,50.85034
Bucharest,Khalid al-Jader,1,26.10254,44.42677
Bucharest,Abbas Akhavan,1,26.10254,44.42677
Bucharest,Yazid Oulab,1,26.10254,44.42677
Budapest,Elias Zayat,1,19.04023,47.49791
Buffalo,Mariam Ghani,1,-78.87837,42.88645
Bulgaria,Susan Hefuna,1,25.48583,42.73388
Bulgaria,Ismail al-Shaikhly,1,25.48583,42.73388
Busan,Ismaïl Bahri,1,129.0756,35.17955
Busan,Rula Halawani,1,129.0756,35.17955
Busan Biennale,Moataz Nasr,2,NA,NA
Busan Biennale,Doa Aly,2,NA,NA
Byam Shaw School of Art,Mona Hatoum,2,NA,NA
Byam Shaw School of Art,Hassan Sharif,2,NA,NA
CA,Ala Ebtekar,1,NA,NA
CA,Sherin Guirguis,1,NA,NA
Cabinet,Cabinet,2,NA,NA
Cabinet Magazine,Lawrence Abu Hamdan ,2,NA,NA
Caen,Kamarstudios ,1,-0.370679,49.18286
Cairo,Iman Issa,1,31.23571,30.04442
Cairo,Anna Boghiguian,1,31.23571,30.04442
Cairo,Sama Alshaibi,1,31.23571,30.04442
Cairo,Lamia Joreige,1,31.23571,30.04442
Cairo,Ahmed El Attar,1,31.23571,30.04442
Cairo,Fouad Elkoury,1,31.23571,30.04442
Cairo,Sophia Al Maria,1,31.23571,30.04442
Cairo,Hala Elkoussy,1,31.23571,30.04442
Cairo,Fahd Al-Hijilan,1,31.23571,30.04442
Cairo,Georges Sabbagh,1,31.23571,30.04442
Cairo,Gamal el-Sigini,1,31.23571,30.04442
Cairo,Elias Zayat,1,31.23571,30.04442
Cairo,Lara Baladi,1,31.23571,30.04442
Cairo,Sherif El Azma,1,31.23571,30.04442
Cairo,Huda Lutfi,1,31.23571,30.04442
Cairo,Ayman Ramadan,1,31.23571,30.04442
Cairo,Soraya Darwish,1,31.23571,30.04442
Cairo,Basim Magdy ,1,31.23571,30.04442
Cairo,Sherin Guirguis,1,31.23571,30.04442
Cairo,Inji Efflatoun,1,31.23571,30.04442
Cairo,Raafat Ishak,1,31.23571,30.04442
Cairo,Adham Wanly,1,31.23571,30.04442
Cairo,Waheeda Malullah,1,31.23571,30.04442
Cairo,Lawrence Abu Hamdan ,1,31.23571,30.04442
Cairo,Mohamed Abdelkarim,1,31.23571,30.04442
Cairo,Doa Aly,1,31.23571,30.04442
Cairo,Youssef Kamel,1,31.23571,30.04442
Cairo,Nadia Ayari,1,31.23571,30.04442
Cairo,Nabil Nahas,1,31.23571,30.04442
Cairo,Maha Maamoun,1,31.23571,30.04442
Cairo,Safeya Binzagr,1,31.23571,30.04442
Cairo,Hamed Owais,1,31.23571,30.04442
Cairo,Ninar Esber,1,31.23571,30.04442
Cairo,Setareh Shahbazi,1,31.23571,30.04442
Cairo,Ahmad Osman,1,31.23571,30.04442
Cairo,Nadia Kaabi-Linke,1,31.23571,30.04442
Cairo,Moataz Nasr,1,31.23571,30.04442
Cairo,Angela Harutyunyan,1,31.23571,30.04442
Cairo,Mounir Al-Shaarani,1,31.23571,30.04442
Cairo,Magdi Mostafa,1,31.23571,30.04442
Cairo,Ibrahim Abumsmar,1,31.23571,30.04442
Cairo,Nil Yalter,1,31.23571,30.04442
Cairo,Firoz Mahmud,1,31.23571,30.04442
Cairo,Hamed Nada,1,31.23571,30.04442
Cairo,Hanan Abdullah Bahamdan,1,31.23571,30.04442
Cairo,Raeda Ashour,1,31.23571,30.04442
Cairo,Samira Badran,1,31.23571,30.04442
Cairo,Youssef Nabil,1,31.23571,30.04442
Cairo,Mona Marzouk,1,31.23571,30.04442
Cairo,Djamel Kokene,1,31.23571,30.04442
Cairo,Ragheb Ayad,1,31.23571,30.04442
Cairo,Adam Henein,1,31.23571,30.04442
Cairo,Suad Al Attar,1,31.23571,30.04442
Cairo,Mahmoud Refat,1,31.23571,30.04442
Cairo,Khalid al-Jader,1,31.23571,30.04442
Cairo,Mai Al Ibrashy,1,31.23571,30.04442
Cairo,Moayad Hakim,1,31.23571,30.04442
Cairo,Ali Jabri,1,31.23571,30.04442
Cairo,Susan Hefuna,1,31.23571,30.04442
Cairo,Seif Wanly,1,31.23571,30.04442
Cairo,Haytham el Wardany,1,31.23571,30.04442
Cairo Biennial,Driss Ouadahi,2,NA,NA
Cairo Biennial,Moataz Nasr,2,NA,NA
Cairo Biennial,Youssef Abdelkė,2,NA,NA
Cairo Biennial,Fateh Moudarres,2,NA,NA
Cairo Biennial,Lara Baladi,2,NA,NA
Cairo Cemetery Salvage Project,Mai Al Ibrashy,2,NA,NA
Cairo International,Ahmed El Attar,2,NA,NA
Cairo Opera House,Waheeda Malullah,2,NA,NA
Cairo University,Inji Efflatoun,2,NA,NA
Cairo-Documenta,Mohamed Abdelkarim,2,NA,NA
CalArts,Jumana Manna ,2,NA,NA
CalArts,Farhad Moshiri,2,NA,NA
Caldwell,Asad Faulwell,1,-116.6874,43.66294
California,David Claerbout,1,-119.4179,36.77826
California,Mohammed Al Ghamdi,1,-119.4179,36.77826
California,Latifa Echakhch,1,-119.4179,36.77826
California,Amir H. Fallah,1,-119.4179,36.77826
California,Shahzia Sikander,1,-119.4179,36.77826
California,Sherin Guirguis,1,-119.4179,36.77826
California,Mehran Mesbah,1,-119.4179,36.77826
California,Maha Maamoun,1,-119.4179,36.77826
California,Ala Ebtekar,1,-119.4179,36.77826
California,CAMP,1,-119.4179,36.77826
California,Asad Faulwell,1,-119.4179,36.77826
California,Ali Jabri,1,-119.4179,36.77826
California,Graziella Rizkallah Toufic,1,-119.4179,36.77826
California,Runa Islam,1,-119.4179,36.77826
California,Simone Fattal,1,-119.4179,36.77826
California,Jumana Manna ,1,-119.4179,36.77826
California,Ayman Ramadan,1,-119.4179,36.77826
California Community Foundation,Sherin Guirguis,2,NA,NA
California Institute of the Arts,Gita Meh,2,NA,NA
California Institute of the Arts,Farhad Moshiri,2,NA,NA
California State University,Suad Al Attar,2,NA,NA
California State University,Mehran Mesbah,2,NA,NA
Calligraphy Association of Iran,Golnaz Fathi,2,NA,NA
Cambridge,René Gabri,1,-71.10973,42.37362
Cambridge,Rashid Masharawi,1,-71.10973,42.37362
Cambridge,Ayreen Anastas,1,-71.10973,42.37362
Cambridge,Lamia Joreige,1,-71.10973,42.37362
Cambridge,Burak Arikan,1,-71.10973,42.37362
Cambridge,Jayce Salloum,1,-71.10973,42.37362
Camden Arts Centre,Sherif El Azma,2,NA,NA
Camden Arts Centre,Haroon Mirza ,2,NA,NA
Camp Campaign,Ayreen Anastas,1,-85.64255,35.7977
Camp Campaign,René Gabri,1,-85.64255,35.7977
camp Shuafat,Jawad Al Malhi,1,35.23413,31.80738
Canada,Noma Omran,1,-106.3468,56.13037
Canada,Ahmed Foula,1,-106.3468,56.13037
Canada,Abbas Akhavan,1,-106.3468,56.13037
Canada,Anri Sala,1,-106.3468,56.13037
Canada,Haig Aivazian,1,-106.3468,56.13037
Canada,CAMP,1,-106.3468,56.13037
Canada,Nil Yalter,1,-106.3468,56.13037
Canada,Khaled Sabsabi,1,-106.3468,56.13037
Canada,Zahra Bu Ali,1,-106.3468,56.13037
Canada,Runa Islam,1,-106.3468,56.13037
Canada,Jayce Salloum,1,-106.3468,56.13037
Canada,Ahmad Konash,1,-106.3468,56.13037
Canada,Mehran Mesbah,1,-106.3468,56.13037
Canada,Arwa Abouon,1,-106.3468,56.13037
Canadian,Jayce Salloum,3,NA,NA
Canadian,Zahra Bu Ali,3,NA,NA
Canary Islands Biennale,Mona Marzouk,2,NA,NA
Cannes,Pouya Parsamagham,1,7.017369,43.55285
Cannes,Khalil Joreige,1,7.017369,43.55285
Cannes,Abbas Kiarostami,1,7.017369,43.55285
Cannes,Karim Aïnouz,1,7.017369,43.55285
Cannes,Joana Hadjithomas ,1,7.017369,43.55285
Cannes,Néjib Belkadhi,1,7.017369,43.55285
Canvas Magazine,Ahmed Alsoudani,2,NA,NA
Cape Town,Zoulikha-Bouabdellah,1,18.42406,-33.92487
Cape Town,Hasan and Husain Essop,1,18.42406,-33.92487
Cape Town,Susan Hefuna,1,18.42406,-33.92487
Carlsberg Foundation,Larissa Sansour,2,NA,NA
Carnegie Mellon School of Art,Wafaa Bilal,2,NA,NA
Carnegie Mellon University,Golnaz Fathi,2,NA,NA
Carnegie Museum of Art,Trisha Donnelly,2,NA,NA
Carnegie Museum of Art,Kassab Bachi,2,NA,NA
Carpenter Center,Lamia Joreige,2,NA,NA
Carthage,Néjib Belkadhi,1,-94.31022,37.17645
Cartier,Jawad Al Malhi,2,NA,NA
Casablanca,Waheeda Malullah,1,-7.589843,33.57311
Casablanca,Ahmed Cherkaoui,1,-7.589843,33.57311
Casablanca,Jilali Gharbaoui,1,-7.589843,33.57311
Casablanca,Mohammed Ben Ali Rbati,1,-7.589843,33.57311
Casablanca,Omar Berrada,1,-7.589843,33.57311
Casablanca,mounir fatmi,1,-7.589843,33.57311
Casablanca,Abdelfattah Kilito,1,-7.589843,33.57311
Casablanca,Mohammed Melehi,1,-7.589843,33.57311
Casablanca,Amino Belyamani,1,-7.589843,33.57311
Casablanca,Driss Ouadahi,1,-7.589843,33.57311
Casablanca,Farid Belkahia,1,-7.589843,33.57311
Casablanca École des Beaux-Arts,Mohammed Melehi,2,NA,NA
Casablanca School,Ahmed Cherkaoui,2,NA,NA
CCA,Meriç Algün Ringborg ,2,NA,NA
CCA Wattis Institute,Meriç Algün Ringborg ,2,NA,NA
Central Asia,Iman Raad,1,68.8319,45.45069
Central Asia,Slavs and Tatars,1,68.8319,45.45069
central Marrakech,Mohammed Ben Ali Rbati,1,-97.54336,25.86111
Central Missouri State University,Hazar Bogary,2,NA,NA
Central Saint,Noura Bouzo,1,NA,NA
Central Saint,Samah Hijawi,2,NA,NA
Central Saint,Laurent Grasso,1,NA,NA
Central Saint,Lamya Gargash,2,NA,NA
Central Saint,Athier,1,NA,NA
Central Saint,Jenine Sharabi,1,NA,NA
Central School of Art,Suad Al Attar,2,NA,NA
Central St Martins College of Art,Lulwah Al-Homoud,2,NA,NA
Centre d'Art Contemporain,Adel Abidin,2,NA,NA
Centre d'Art Contemporain,Doa Aly,2,NA,NA
Centre d’Art Vivant at Rades (Tunisia),Mouna Karray,2,NA,NA
Centre for Research Architecture,Yazan Khalili,2,NA,NA
Centre Georges Pompidou,Yazid Oulab,2,NA,NA
Centre Georges Pompidou,Rosalind Nashashibi,2,NA,NA
Centre Georges Pompidou,Pascal Hachem,2,NA,NA
Centre Georges Pompidou,Nil Yalter,2,NA,NA
Centre Georges Pompidou,Fouad Elkoury,2,NA,NA
Centre Georges Pompidou,Steve Reinke,2,NA,NA
Centre Georges Pompidou,Zineb Sedira,2,NA,NA
Centre Georges Pompidou,Ahmed Mater,2,NA,NA
Centre Georges Pompidou,Mona Hatoum,2,NA,NA
Centre Georges Pompidou,Basim Magdy ,2,NA,NA
Centre Georges Pompidou,mounir fatmi,2,NA,NA
Centre Georges Pompidou,Yto Barrada,2,NA,NA
Centre Georges Pompidou,Reem Al Ghaith,2,NA,NA
Centre Georges Pompidou,Ziad Antar,2,NA,NA
Centre Georges Pompidou,Ismaïl Bahri,2,NA,NA
Centre Georges Pompidou,Laurent Grasso,2,NA,NA
Centre Georges Pompidou,Rabih Mroué,2,NA,NA
Centre Georges Pompidou,Alexandar Ugay,2,NA,NA
Centre Georges Pompidou,Anri Sala,2,NA,NA
Centre Georges Pompidou,Melik Ohanian,2,NA,NA
Centre Georges Pompidou,Akram Zaatari,2,NA,NA
Centre Georges Pompidou,Zoulikha-Bouabdellah,2,NA,NA
Centre Georges Pompidou,Saâdane Afif,2,NA,NA
Centre Georges Pompidou,Omar Berrada,2,NA,NA
Centre of Contemporary Art,Adel Abidin,2,NA,NA
Centre of Photography,Larissa Sansour,2,NA,NA
Cergy,Sirine Fattouh,1,2.060325,49.03562
Cergy,Zoulikha-Bouabdellah,1,2.060325,49.03562
Cergy,Ninar Esber,1,2.060325,49.03562
Cergy,Latifa Echakhch,1,2.060325,49.03562
Chamber of Commerce and Industry,Georges Daoud Corm,2,NA,NA
Charleston,Amir H. Fallah,1,-79.93105,32.77647
Chattanooga,Yusef A. Lateef,1,-85.30968,35.04563
Chelsea Art Museum,Leila Pazooki,2,NA,NA
Chelsea Art Museum,Ala Ebtekar,2,NA,NA
Chelsea Art Museum,Ahmad Morshedloo,2,NA,NA
Chelsea College of Art and Design,Rana Begum,2,NA,NA
Chelsea College of Art and Design,Haroon Mirza ,2,NA,NA
Chelsea College of Art and Design,Haris Epaminonda,2,NA,NA
Chelsea College of Fine Art,Shaikha Al Mazrou,2,NA,NA
Chevening,Ahmed El Attar,1,0.1342343,51.29876
Chicago,Susan Hefuna,1,-87.6298,41.87811
Chicago,Basma Al Sharif,1,-87.6298,41.87811
Chicago,N.S. Harsha,1,-87.6298,41.87811
Chicago,Rachid Koraïchi,1,-87.6298,41.87811
Chicago,Haig Aivazian,1,-87.6298,41.87811
Chicago,Wafaa Bilal,1,-87.6298,41.87811
Chicago,Nicky Nodjoumi,1,-87.6298,41.87811
Chicago Cultural Center,N.S. Harsha,2,NA,NA
Chicago Tribune,Wafaa Bilal,2,NA,NA
Chile,Almagul Menlibayeva,1,-71.54297,-35.67515
China,Raqs Media Collective,1,104.1954,35.86166
China,Larissa Sansour,1,104.1954,35.86166
China,Jalal Toufic,1,104.1954,35.86166
China,Khaled Sabsabi,1,104.1954,35.86166
China,Abdullah Al-Mazrook,1,104.1954,35.86166
China,Doa Aly,1,104.1954,35.86166
China,Rasheed Araeen,1,104.1954,35.86166
China,Ismail al-Shaikhly,1,104.1954,35.86166
China,Lantian Xie,1,104.1954,35.86166
China,Moataz Nasr,1,104.1954,35.86166
China International,Waheeda Malullah,2,NA,NA
Chinese,Tarek Atoui,3,NA,NA
Chinese,Baseem Al Sharqi,3,NA,NA
Chittagong Hill,Naeem Mohaiemen,1,90.50914,23.69788
Christophers School,Jenine Sharabi,2,NA,NA
Cicada Press,Adeel Uz Zafar,2,NA,NA
Cincinnati,Fahrelnissa Zeid,1,-84.51202,39.10312
Cité Internationale des Arts,Mouna Karray,2,NA,NA
Cité Internationale des Arts,Jawad Al Malhi,2,NA,NA
Cité Internationale des Arts,Mohamed El Mahdaoui,2,NA,NA
Cité Internationale des Arts,Faisal Samra,2,NA,NA
City College of New York,Rania Attieh,2,NA,NA
City College of New York,Nicky Nodjoumi,2,NA,NA
City Museum,Rula Halawani,2,NA,NA
City University of New York,René Gabri,2,NA,NA
Civitella Ranieri Foundation (Umbria,Mouna Karray,2,NA,NA
Claremont Graduate University,Asad Faulwell,2,NA,NA
Cleveland Institute of Art,Nicky Nodjoumi,2,NA,NA
Clowns & Jokers,Jowhara Al-Saud ,2,NA,NA
CNN,Zena el Khalil,2,NA,NA
Coach House Press,Jayce Salloum,2,NA,NA
Coca-Cola,Hassan Hajjaj,2,NA,NA
Colby College Museum of Art,Nabil Nahas,2,NA,NA
