"Name","URL","FirstParagraph"
"Lara Favaretto","http://www.sharjahart.org/people/people-by-alphabet/f/favaretto-lara","Italian artist Lara Favaretto provokes and engages her audiences with work that is both playful and celebratory while paradoxically evoking the inevitability of failure and decay."
"Azin Feizabadi","http://www.sharjahart.org/people/people-by-alphabet/f/feizabadi-azin","Azin Feizabadi Nothing of I is contemporary, I am I & I, I am a combination of the Past and the Future; I am Himself Who-was-it; I am Secretary of Language, Love and Misunderstanding; I am an Interpreter; I am Analogue; I am High Definition; I am Romantic; I am a Barkeeper; I am You."
"Valia  Fetisov","http://www.sharjahart.org/people/people-by-alphabet/f/fetisov-valia","b. 1989, Moscow, RussiaLives and works in Moscow"
"Dirk Fleischmann","http://www.sharjahart.org/people/people-by-alphabet/f/fleischmann-dirk","Dirk Fleischmann develops business enterprises as long-term art projects that address economic and ecological issues."
"Harrell  Fletcher","http://www.sharjahart.org/people/people-by-alphabet/f/fletcher-harrell","Harrell Fletcher received his BFA from the San Francisco Art Institute and his MFA from California College of the Arts. He is currently Associate Professor of Art and Social Practice at Portland State University in Portland, Oregon."
"Ahmed Foula","Graphic Designer","http://www.sharjahart.org/people/people-by-alphabet/f/foula-ahmed"
"Thilo  Frank","http://www.sharjahart.org/people/people-by-alphabet/f/frank-thilo","b. 1978, Waiblingen, Germany"
"Yang  Fudong","http://www.sharjahart.org/people/people-by-alphabet/f/fudong-yang","b. 1971, Beijing, ChinaLives and works in Shanghai, China"
"Simon  Fujiwara","http://www.sharjahart.org/people/people-by-alphabet/f/fujiwara-simon","b. 1982, London, UK"
"René Gabri","http://www.sharjahart.org/people/people-by-alphabet/g/gabri-rena","Rene Gabri is interested in the complex mechanisms which constitute the world around us. "
"Regina José Galindo","http://www.sharjahart.org/people/people-by-alphabet/g/galindo-regina-josa","Regina José Galindo has exhibited widely throughout the Americas and Europe. Most recently, her work was shown at the 17th Sydney Biennial (2010) and the XXXI Pontevedra Biennial (2010). Galindo lives and works in Guatemala."
"Daniel Garcia","http://www.sharjahart.org/people/people-by-alphabet/g/garcia-daniel","Daniel Garcia is from South Texas, USA. He recently graduated with an MFA in Film from New York University, Tisch Graduate School of the Arts. His second-year film Nothing Nowhere, shot on location in Morocco, won the NYU Achievement in Experimental Form Award in 2007. His thesis received cinematography, screenwriting and editing awards as well as being a Wasserman/King Award finalist."
"Lamya Gargash","http://www.sharjahart.org/people/people-by-alphabet/g/gargash-lamya","In her photographic works, Lamya Gargash explores interiors as a framework for revealing issues of culture and identity in the UAE, set within the context of rapid external change."
"Reem Al Ghaith","http://www.sharjahart.org/people/people-by-alphabet/g/ghaith-reem-al","In an installation entitled 'Dubai: What's left of her land' — part building site, part abstract sculpture and both chaotic and heroic in its arrangement of pulleys, tools, maps, cement and silhouetted workers — young Dubai artist Reem Al Ghaith simultaneously celebrates and critiques the voracious urbanisation of the region."
"Mariam Ghani","http://www.sharjahart.org/people/people-by-alphabet/g/ghani-mariam","Mariam Ghani uses video, installation, performance, photography and text to explore notions of place, identity, community and history in work that often has an aspect of public dialogue or engagement."
"Ahmad Ghossein","http://www.sharjahart.org/people/people-by-alphabet/g/ghossein-ahmad","Ahmad Ghossein is a filmmaker. He who won the Best Director Prize at the Beirut International Film Festival (2004) for his short film Operation N… after having graduated with a degree in Theatre Arts from the Lebanese University. He has since directed several documentaries and video works including 210m (2007) produced by Ashkal Alwan, Faces Applauding Alone (2008), what does not resemble me looks exactly like me with Ghassan Salhab and Mohamad Soueid (2009) and An Arab Comes to Town (2008), a documentary filmed in Denmark produced by DR2. Ahmad also is a performer and is one of the founders of Maqamat Dance Theatre. He is currently preparing his first feature film."
"Tarek Al Ghoussein","http://www.sharjahart.org/people/people-by-alphabet/g/ghoussein-tarek-al","Palestinian photographer Tarek Al Ghoussein has spent the past 10 years considering how performance, interventions and photographic methods can be used to explore what it means to be situated within a landscape."
"Simryn Gill","http://www.sharjahart.org/people/people-by-alphabet/g/gill-simryn","Simryn Gill works with a range of media including photography, sculpture, making collections, writing and drawing. Her work could be described as a sorting of the residue of her immediate environments, making archives and records of the unstable meanings of things such as objects, images, language or actions."
"Gabriela Golder","http://www.sharjahart.org/people/people-by-alphabet/g/golder-gabriela","Gabriela Golder is a visual artist and independent curator. She has received several prizes and awards including first prize at Videobrasill, Brazil and the Tokyo Video Award, Japan. She is co-director of CONTINENTE Research Center in Audiovisual Arts at the Universidad Nacional de Tres de Febrero, Argentina."
"Sheela Gowda","http://www.sharjahart.org/people/people-by-alphabet/g/gowda-sheela","In many of my works I bring together specificity of place, form and materials into a language of abstraction. "
"Laurent Grasso","http://www.sharjahart.org/people/people-by-alphabet/g/grasso-laurent","The work of Laurent Grasso has developed from his fascination with electromagnetic energy, radio waves, light, sound, paranormal activity and naturally occurring scientific phenomena."
"Tamar  Guimarães","http://www.sharjahart.org/people/people-by-alphabet/g/guimaraes-tamar","b. 1967, Belo Horizonte, Brazil"
"Sean Gullette","http://www.sharjahart.org/people/people-by-alphabet/g/gullette-sean","Sean Gullette is an American writer, actor and filmmaker based in Tangier, Morocco. His career began when he co-wrote and played the lead role in Pi, directed by longtime collaborator Darren Aronofsky. He has since appeared in more than twenty films. In 2011, he returns to the screen in The Two Lives of Daniel Shore, with Nikolai Kinski, and his screenplay adaptation of Nobel Prize winner Kenzaburo Oe’s Nip the Buds, Shoot the Kids is going into preproduction. Gullette’s debut feature as a director, Tangier, which he has authored as well, will star Kristin Scott Thomas, Jeremy Irons and Emile Hirsch and is produced by Aronofsky’s Protozoa Pictures."
"Shilpa Gupta","http://www.sharjahart.org/people/people-by-alphabet/g/gupta-shilpa","b. 1976, Mumbai, India"
"Andreas Gursky","http://www.sharjahart.org/people/people-by-alphabet/g/gursky-andreas","b. 1955, Leipzig, GermanyLives and works in Düsseldorf, Germany"
"Antonio Jose  Guzman","http://www.sharjahart.org/people/people-by-alphabet/g/guzman-antonio-jose","Antonio Jose Guzman (aka De Akuaigar) Antonio Jose Guzman was born in Panama in 1971. He is a Dutch-Panamanian artist whose work includes film, photography, installations and publications. He lives and works in Amsterdam, Recife, Panama City and Dakar."
"Hans  Haacke","http://www.sharjahart.org/people/people-by-alphabet/h/haacke-hans","Hans Haacke lives in New York since 1965. He taught at Cooper Union, New York from 1967 to 2002. Solo exhibitions include the Tate Gallery, London; New Museum of Contemporary Art, New York; Centre Georges Pompidou, Paris; Serpentine Gallery, London; Deichtorhallen, Hamburg/Akademie der Künste, Berlin. His works were included in four Documentas and numerous biennials, most recently at the Gwangju Biennial, 2008. After heated national debate, 2000 inauguration of a permanent installation at the Reichstag (German Parliament building) in Berlin. He shared a Golden Lion with Nam June Paik for Best Pavilion at the 1993 Venice Biennale."
"Diana Al Hadid","http://www.sharjahart.org/people/people-by-alphabet/h/hadid-diana-al","Diana Al-Hadid was born 1981 in Aleppo, Syria and currently lives and works in Brooklyn, New York. She received a BFA in Sculpture, Kent State University, Kent, Ohio and an MFA in Sculpture, Virginia Commonwealth University, Richmond, Virginia. In 2007 she attended the Skowhegan School of Painting and Sculpture,Skowhegan, Maine."
"Joana Hadjithomas","http://www.sharjahart.org/people/people-by-alphabet/h/hadjithomas-joana","Joana Hadjithomas and Khalil Joreige collaborate as visual artists and filmmakers. Their work includes feature films, documentaries and short films, as well as photographic and video installations. Their most recent feature Je Veux Voir (2008) premiered in the official selection of the Cannes Film Festival and gained wide international distribution. Other films include A Perfect Day (2005), Ramad and documentaries or film essays such as Khiam (2000) and The Lost Film (2003). Their photographic installations and videos include Lasting Images (2003) The Circle of Confusion (1997), the multifaceted project Wonder Beirut (1997-2006) and Faces (2009). They live and work between Beirut and Paris."
"Ramin  Haerizadeh","http://www.sharjahart.org/people/people-by-alphabet/h/haerizadeh-ramin","Ramin Haerizadeh manipulates the medium of digital photography to create highly painterly and illusionistic imagery in which he casts himself as protagonist. Through the myriad forms and roles of his characters Ramin asks fundamental questions about social codes in his native Iran - both real and imagined. Mentored by Massoud Massoumi, Ramin’s photography was exhibited at Paris Photo and Cassia Assia (2004). Solo exhibitions include I’ll Huff and I’ll Puff, Gallery IVDE, Dubai (2010) and Melancholy of the Everyday, Studio 1.1, London (2007). He currently shares a studio with his brother, Rokni, in Dubai."
"Rokni Haerizadeh","http://www.sharjahart.org/people/people-by-alphabet/h/haerizadeh-rokni","Rokni Haerizadeh is a painter known for his compositions, often in sets or themes, which weave together ancient fables and literary figures, contemporary film and political history. His oeuvre traverses various media including assemblage and performance-based work, in which he often collaborates with his brother Ramin. Rokni earned an MA from the University of Tehran and has held solo exhibitions in Dubai, Istanbul and Tehran. He participated in Unveiled: New Art from the Middle East, Saatchi Gallery, London (2009) and Be Crowned with Laurel in Oblivion, Thaddaeus Ropac, Paris (2010). He lives in Dubai."
"Gilbert Hage","http://www.sharjahart.org/people/people-by-alphabet/h/hage-gilbert","Gilbert Hage is a photographer who lives and works in Lebanon. His photographic projects include Eleven Views of Mount Ararat (2009), Strings (2008), Pillows (2007) Screening Berlin (2006), 242 cm² (2006), Homeland 1 (aka Toufican Ruins?, 2006), PhoneEthics] (2006), Here and Now (2005), Beirut (2004), Anonymous (2002) and Roses (1999). His works have been exhibited at the French Cultural Center, Beirut (2010), Espace Naila Kettaneh Kunigk, Beirut (2009), Institute of Contemporary Art, Dunaújváros, Hungary (2007), Modern Art Oxford (2006), House of World Cultures, Berlin (2005), Galerie Tanit, Munich (2004), Galerie Alice Mogabgab, Beirut (2004, 2002, 1999), and Videobrasil, São Paulo (2003). He and Jalal Toufic are the co-publishers and co-editors of Underexposed Books."
"Tarek Halaby","Performer","http://www.sharjahart.org/people/people-by-alphabet/h/halaby-tarek"
"Carsten Höller","http://www.sharjahart.org/people/people-by-alphabet/h/haller-carsten","b. 1961, Brussels, BelgiumLives and works in Stockholm, Sweden"
"Anawana Haloba","http://www.sharjahart.org/people/people-by-alphabet/h/haloba-anawana","b. 1978, Livingstone, ZambiaLives and works in Oslo, Norway"
"N.S. Harsha","http://www.sharjahart.org/people/people-by-alphabet/h/harsha-ns","The work of N.S. Harsha embraces painting, installation, site-specific and community projects. Communicating narratives of everyday life, his work combines an eclectic range of images and iconography taken from his homeland of India and the wider world beyond."
"Angela  Harutyunyan","http://www.sharjahart.org/people/people-by-alphabet/h/harutyunyan-angela","Angela Harutyunyan is an art historian and curator. Between 2009 and 2010, she was Assistant Professor and Art Programme Director at the American University in Cairo. She has published internationally on issues related to post-Soviet art and culture, and specifically, on contemporary art in Armenia. She has curated several shows such as Public_Media_Space (ACCEA, Yerevan, 2004) and Accretions (Skuc Gallery, Ljubljana, Slovenia, 2010). Since 2006, she has been co-organiser of the Summer Seminars for Art Curators in Yerevan and the biannual Program of Critical and Curatorial Studies within AICA-Armenia."
"Yuko Hasegawa","http://www.sharjahart.org/people/people-by-alphabet/h/hasegawa-yuko","Yuko Hasegawa is Chief Curator of the Museum of Contemporary Art, Tokyo (MOT) and Professor of curatorial and art theory at Tama Art University in Tokyo. She was a Chief Curator and Founding Artistic Director (1999−2006) of the 21st Century Museum of Contemporary Art, Kanazawa. Her responsibilities included the architectural design, collections and programs."
"Mona Hatoum","http://www.sharjahart.org/people/people-by-alphabet/h/hatoum-mona","Hatoum’s work is an outstanding example of the interweaving of ethical, political and aesthetic issues, whose beauty lies in the wit, economy, risk-taking and even mischief-making with which these issues are conflated . . . .In Hatoum’s deceptively simple works, defiance cannot easily be separated from vulnerability, order from chaos, beauty from revulsion, the brain from the body, the self from the other, affirmation from negation, form from content, light from dark."
"Susan Hefuna","http://www.sharjahart.org/people/people-by-alphabet/h/hefuna-susan","Susan Hefuna uses a variety of media, including drawing, photography, sculpture, installation, film and performance to create multilayered works informed by her dual German-Egyptian heritage and personal experiences in life."
"Doug Henders","http://www.sharjahart.org/people/people-by-alphabet/h/henders-doug","The Army experience can also be considered as the source of my cartographic ‘painting style’ which maps the ground between painting, photography and information."
"Samah Hijawi","http://www.sharjahart.org/people/people-by-alphabet/h/hijawi-samah","Samah Hijawi is a cross-disciplinary visual artist whose recent work has focused on interventions in public spaces with projects that include participatory and performative elements."
"Khaled  Hourani","http://www.sharjahart.org/people/people-by-alphabet/h/hourani-khaled","Khaled Hourani is an artist, writer and curator. Currently Artistic Director of the International Academy of Art in Palestine, Hourani’s work has been exhibited across the Middle East, Europe and the US and he has participated in and coordinated several international artists’ workshops. In 1997, he founded Al Matal Gallery in Ramallah. He was the designer of Al Karmel Magazine, which was founded and directed by Mahmoud Darwish (1998 to 2009) and was General Director of the Fine Arts Department of the Palestinian Ministry of Culture (2004-06)."
"Wafa Hourani","http://www.sharjahart.org/people/people-by-alphabet/h/hourani-wafa","Born in Hebron in 1979, Palestinian artist Wafa Hourani has been working on what he calls his Future Cities Projects, the first manifestation of which, Qalandia 2047, was exhibited in the 2007 Thessaloniki Biennial and again in Disorientation II."
"Zhang  Hui","http://www.sharjahart.org/people/people-by-alphabet/h/hui-zhang","b. 1967, Heilongjiang, China"
"Richard Ibghy","http://www.sharjahart.org/people/people-by-alphabet/i/ibghy-richard","Since 2002, Richard Ibghy and Marilou Lemmens have developed a research-based practice that includes the production of art works, contributions to publications and lectures as well as frameworks for exhibitions. Their practice combines a minimalist approach to the form and construction of the art object, with an unyielding desire to make language visible. Recent solo exhibitions include Horse and Sparrow (New Gallery, Calgary, 2010) and The afterlives of books that set about changing society (VU, Quebec City, 2010). Ibghy and Lemmens have also participated and exhibited in several international festivals and events."
"Mai Al Ibrashy","http://www.sharjahart.org/people/people-by-alphabet/i/ibrashy-mai-al","May al-Ibrashy is a lecturer at the Department of Architecture, the British University in Egypt."
"Ryoji Ikeda","Electronic composer, visual artist","http://www.sharjahart.org/people/people-by-alphabet/i/ikeda-ryoji"
"Hatem Imam","http://www.sharjahart.org/people/people-by-alphabet/i/imam-hatem","Hatem Imam is a visual artist and designer whose work includes print media, installation, photography, video and painting. In 2007, he co-founded and now edits the Samandal comics magazine and is a board member of the 98weeks research project. He is also artistic director of the Annihaya record label and a founding member of the art collective Atfal Ahdath. Since 2007, he has been teaching in the Department of Architecture and Design at the American University of Beirut."
"Yu-ichi  Inoue","http://www.sharjahart.org/people/people-by-alphabet/i/inoue-yu-ichi","b. 1916, Tokyo, Japan"
"Runa  Islam","http://www.sharjahart.org/people/people-by-alphabet/i/islam-runa","b. 1970, Dhaka, Bangladesh"
"Iman Issa","http://www.sharjahart.org/people/people-by-alphabet/i/issa-iman","Iman Issa’s constantly evolving practice combines video, installation, objects, photography and text to create enigmatic and often deeply personal interpretations of existing situations, places and events.  At Past of the Coming Days she presented her video work Memorial to the Iraq War, a project originally commissioned by the Institute of Contemporary Arts (ICA) in London in 2007."
"Alfredo  Jaar","http://www.sharjahart.org/people/people-by-alphabet/j/jaar-alfredo","Alfredo Jaar is an artist, architect, and filmmaker. His work as been exhibited worldwide including the Biennales of Venice (1986, 2007), São Paulo (1987, 1989, 2010), Sydney (1990), Kwangju (1995, 2000), Johannesburg (1997), and Documenta in Kassel (1987, 2002). More than fifty monographs have been published about his work including It Is Difficult (2008), La Politique des Images (2006), The Fire This Time (2005), and Let There Be Light: The Rwanda Project 1994-1998 (1998). He recently completed two important public commissions: The Park of the Laments (Indianapolis Museum of Art) and The Geometry of Conscience (near the Museum of Memory and Human Rights in Santiago de Chile). He is completing a third memorial in Kigali, Rwanda in memory of the 1994 genocide victims. He is preparing a multi-venue retrospective in Berlin for 2012. He lives in New York."
"Ali Jabri","http://www.sharjahart.org/people/people-by-alphabet/j/jabri-ali","Born in Jerusalem in 1942, Ali Jabri was seen as one of the leading Arab artists of his time."
"Emily  Jacir","http://www.sharjahart.org/people/people-by-alphabet/j/jacir-emily","Emily Jacir’s work spans a diverse range of media and strategies including film, photography, social interventions, installation, performance, video, writing and sound. Recurrent themes in her practice include repressed historical narratives, resistance, movement and the logic of the archive. She has exhibited extensively since 1994 and two monographs have been published on her work. Awards include a Golden Lion at the 52nd Venice Biennale (2007), a Prince Claus Award (2007), and the Hugo Boss Prize at the Guggenheim Museum (2008)."
"Agnes Janich","http://www.sharjahart.org/people/people-by-alphabet/j/janich-agnes","Politcs, power relationships, sexuality and communication are often the focus of the work of Agnes Janich."
"Khaled  Jarrar","http://www.sharjahart.org/people/people-by-alphabet/j/jarrrar-khaled","Biography"
"Wang Jianwei","http://www.sharjahart.org/people/people-by-alphabet/j/jianwei-wang","b. 1958, Sichuan, ChinaLives and works in Beijing, China"
"Khalil Joreige","http://www.sharjahart.org/people/people-by-alphabet/j/joreige-khalil","Khalil Joreige and Joana Hadjithomas collaborate as visual artists and filmmakers. Their work includes feature films, documentaries and short films, as well as photographic and video installations. Their most recent feature Je Veux Voir (2008) premiered in the official selection of the Cannes Film Festival and gained wide international distribution. Other films include A Perfect Day (2005), Ramad and documentaries or film essays such as Khiam (2000) and The Lost Film (2003). Their photographic installations and videos include Lasting Images (2003) The Circle of Confusion (1997), the multifaceted project Wonder Beirut (1997-2006) and Faces (2009). They live and work between Beirut and Paris."
"Lamia Joreige","http://www.sharjahart.org/people/people-by-alphabet/j/joreige-lamia","The work of Lebanese artist Lamia Joreige is rooted in her country’s experience and explores the representation of wars and their aftermath, particularly in Beirut, a city at the centre of her imagery."
"Claudia Joskowicz","http://www.sharjahart.org/people/people-by-alphabet/j/joskowicz-claudia","Claudia Joskowicz teaches at Steinhardt Art Department in New York University where she earned her MFA in 2000. Her work has been shown extensively in international exhibitions and biennials. She has received many awards, scholarships and residencies most recent of which is the grand prize from the Digital Arts Salon, Fundación Simón I. Patiño, Cochabamba, Bolivia (2009)."
"Jesper  Just","http://www.sharjahart.org/people/people-by-alphabet/j/just-jesper","b. 1974, Copenhagen, DenmarkLives and works in New York, New York, USA2003 BFA, Royal Danish Academy of Fine Arts, Copenhagen"
"Nadia Kaabi Linke","http://www.sharjahart.org/people/people-by-alphabet/k/kaabi-linke-nadia","My work is opposed to views that transmute into overviews and prejudices by forgetting or neglecting the complexity and the unique character of a context, region and situation.  It is an attempt to express the impossibility and the uselessness of defining a point of view."
"Hayv Kahraman","http://www.sharjahart.org/people/people-by-alphabet/k/kahraman-hayv","Hayv Kahraman uses the visual languages of the Italian Renaissance, and the figurative style of traditional Japanese and Islamic art in intricately detailed paintings of women as they carry out the rituals of daily or celebratory life."
"Kamarstudios","Artist collective","http://www.sharjahart.org/people/people-by-alphabet/k/kamarstudios1"
"Amar Kanwar","http://www.sharjahart.org/people/people-by-alphabet/k/kanwar-amar","Born in 1964, New Delhi, IndiaLives and works in New Delhi1987 MA, Mass Communication, Jamia Millia Islamia, New Delhi"
"Balufu Bakupa  Kanyinda","http://www.sharjahart.org/people/people-by-alphabet/k/kanyinda-balufu-bakupa","Balufu Bakupa Kanyinda is a writer, journalist, producer and director from Kinshasa, Democratic Republic of Congo. His films have won numerous international awards. He is currently working on a feature film on his hero, Patrice Lumumba, the first Prime Minister of the Congo who was brutally assassinated in January 1961."
"Miki Kasahara","http://www.sharjahart.org/people/people-by-alphabet/k/kasahara-miki","b. 1988, Nara, Japan"
"Gulnara Kasmalieva","http://www.sharjahart.org/people/people-by-alphabet/k/kasmalieva-gulnara","Artists Gulnara Kasmalieva (b. 1960) and Muratbek Djumaliev (b. 1965) are both based in their hometown of Bishkek, Kyrgyzstan where they collaboratively produce video and photographic installations. Kasmalieva studied at Kyrgyz State College of Fine Art, the Department of Graphics at Moscow Academy of Fine Arts, Russia, and Tallinn Academy of Fine Arts in Estonia. Djumaliev studied in the departments of sculpture of Mukhina Academy of Art and Design, St. Petersburg, Russia and Kyrgyz State Art College."
"Kazuyo Sejima + Ryue Nishizawa / SANAA","Artist collective","http://www.sharjahart.org/people/people-by-alphabet/s/kazuyo-sejima-ryue-nishizawa-sanaa"
"Erin Ellen Kelly","Choreographer and dancer","http://www.sharjahart.org/people/people-by-alphabet/k/kelly-erin-ellen"
"Aisha  Khalid","http://www.sharjahart.org/people/people-by-alphabet/k/khalid-aisha","After receiving her BFA from the National College of Arts in Lahore, Khalid spent two years at the Rijksakademie in Amsterdam in 2002. Her video and multi-media work combines multiple temporal, spatial, cultural, political and aesthetic references. Over the last decade she has had solo exhibitions in Pakistan, the US, India and the UK and has participated in numerous group shows including the 2009 Venice Biennale. She lives and works in Lahore."
"Bouchra  Khalili","http://www.sharjahart.org/people/people-by-alphabet/k/khalili-bouchra","Bouchra Khalili’s videos and installations combine a conceptual approach with a documentary practice to explore issues of nomadism and clandestine existence, with the destiny of migrants being a specific focus. Her work has been shown extensively around the world and she has received several prestigious awards. Her first monograph entitled Story Mapping was published in the fall of 2010."
"Yazan Khalili","http://www.sharjahart.org/people/people-by-alphabet/k/khalili-yazan","b. 1981, Damascus, Syria"
"Abbas Kiarostami","Filmmaker","http://www.sharjahart.org/people/people-by-alphabet/k/kiarostami-abbas"
"Bahman Kiarostami","http://www.sharjahart.org/people/people-by-alphabet/k/kiarostami-bahman","Bahman Kiarostami lives and works in Tehran, Iran, as a film director, editor and cinematographer. His films have focused on the power of faith in contemporary Iranian culture and society, music, poetry and art. His filmography includes The Treasure Cave (La Cave au Trésor, 2009), Statues of Tehran (Mojasamehay-e Tehran, 2009), Anonymous (Gomnam, 2007, co-directed with Kaveh Kazemi), Re-enactment (Shabihkhani, 2006), Persian Gardens (Baghe Irani, 2005), Pilgrimage (Ziarat, 2005), Two Bows (Do Kamancheh, 2004), Infidels (Koffar, 2004), Nour (2003) and I Saw Shoush (Shoush Ra Didam, 2002)."
"Abdelfattah Kilito","Writer","http://www.sharjahart.org/people/people-by-alphabet/k/kilito-abdelfattah"
"Lúcia  Koch","http://www.sharjahart.org/people/people-by-alphabet/k/koch-lucia","b. Porto Alegre, Brazil, 1966"
"Elena Kovylina","http://www.sharjahart.org/people/people-by-alphabet/k/kovylina-elena","Elena Kovylina uses a range of media including video, film, installation and performance in work that, while often brutal and satirical, explores and deconstructs notions of identity and addresses both the historical and contemporary impact of Russia's political and social structures."
"Adila Laidi-Hanieh","http://www.sharjahart.org/people/people-by-alphabet/l/laidi-hanieh-adila","Adila Laidi-Hanieh edited in 2008 the book Palestine: We Lack for Nothing Here (Palestine: Rien ne nous Manque ici, Cercle d’Art, Paris), a cultural review of contemporary Palestine, which commissioned texts and art work from confirmed and emerging artists, critics, novelists, poets, and visual artists from Palestine and elsewhere. From 1996 to 2005, she ran the Khalil Sakakini Cultural Center in Ramallah where she curated the 2001 memorial exhibition 100 Shaheed-100 Lives. She taught Palestinian contemporary art and modern Arab intellectual history at Birzeit University, and is currently a cultural studies PhD candidate at George Mason University."
"Maider López","http://www.sharjahart.org/people/people-by-alphabet/l/lapez-maider","Maider López initially brought her interventions to Sharjah as part of the experimental residency Lab Project in 2007. It was during this residency that she first transformed the public square in the Arts Area by introducing the gridlines of a football pitch."
"Nikolaj Bendix Skyum Larsen","http://www.sharjahart.org/people/people-by-alphabet/l/larsen-nikolaj-skyum-bendix","Nikolaj Bendix Skyum Larsen uses a variety of materials and media to create work with a deeply humanistic engagement at its core."
"Yusef A. Lateef","http://www.sharjahart.org/people/people-by-alphabet/l/lateef-yusef-a","Yusef A. Lateef was born William Emanuel Huddleston on October 9, 1920 in Chattanooga, Tennessee and moved with his family to Detroit in 1925. In Detroit’s fertile musical environment, Yusef soon established long-standing friendships with such masters of American music as Milt Jackson, Tommy Flanagan, Barry Harris, Paul Chambers, Donald Byrd, the Jones brothers (Hank, Thad and Elvin), Curtis Fuller, Kenny Burrell, Lucky Thompson and Matthew Rucker. He was already proficient on tenor saxophone while in high school, and at the age of 18 began touring professionally with swing bands led by Hartley Toots, Hot Lips Page, Roy Eldridge, Herbie Fields and eventually Lucky Millender. In 1949 he was invited to join the Dizzy Gillespie Orchestra."
"Standish Lawder","http://www.sharjahart.org/people/people-by-alphabet/l/lawder-standish","Standish Lawder recently retired from his position as Professor and Chairperson of the Visual Arts department at the University of California, San Diego. Standish has also taught film at Harvard and Yale Universities and has been internationally recognized for his work in avant-garde filmmaking."
"Lee Kit","http://www.sharjahart.org/people/people-by-alphabet/k/lee-kit","Lee Kit (b. 1978, Hong Kong SAR) lives and works in Hong Kong. Solo exhibitions of his work include Lee Kit: Henry (Have you ever been this low?), Western Front, Vancouver (2011). His work has also been included in many group shows, including The Ungovernables, the New Museum Triennial, New York (2012); Popping Up, Hong Kong Art Centre (2010); Exhibition Experiment, Experimental Exhibition, JCCAC’s Wrong Place, Hong Kong (2010); No Soul For Sale, Tate Modern, London (2010); 2009 Platform in Kimusa, Seoul; and Portrait of Self Exile, The Shop/ Vitamin Creative Space, Beijing (2009)."
"Marilou Lemmens","http://www.sharjahart.org/people/people-by-alphabet/l/lemmens-marilou","Since 2002, Richard Ibghy and Marilou Lemmens have developed a research-based practice that includes the production of art works, contributions to publications and lectures as well as frameworks for exhibitions."
"Gabriel  Lester","http://www.sharjahart.org/people/people-by-alphabet/l/lester-gabriel","b. 1972, Amsterdam, the NetherlandsLives and works in Amsterdam and Shanghai, China"
"Minouk Lim","http://www.sharjahart.org/people/people-by-alphabet/l/lim-minouk","Minouk Lim (b. 1968, Daejeon, Republic of Korea) lives and works in Seoul. Her most recent solo exhibitions include Perspectives: Minouk Lim, at the Smithsonian Institution’s Arthur M. Sackler Gallery in Washington DC (2012); and Minouk Lim: Liquide Commune at PKM Gallery in Seoul (2011). Group shows include Melanchotopia and Morality, Act IV: Remembering Humanity, Witte de With Center for Contemporary Art, Rotterdam (2011 and 2010); City Within the City, Artsonje Center, Seoul (2011); Touched at FACT, Liverpool Biennial (2010); and Trust, Media City Seoul (2010). Lim was also the recipient of the 1st Media Art Korea Award (2010) and the Hermés Korea Foundation Art Prize (2007)."
"Pablo  Lobato","http://www.sharjahart.org/people/people-by-alphabet/l/lobato-pablo","b. 1976, Bom Despacho, Brazil"
"Mark Lombardi","http://www.sharjahart.org/people/people-by-alphabet/l/lombardi-mark","Lombardi completed a BA in Art History at Syracuse University in 1974. In 1994 he made the first of his large diagrammatic drawings that chart underhand connections between numerous figures involved in political and financial scandals. These scandals were researched by Lombardi in an exhaustive manner and stored in an extensive filing card system. Lombardi described his charts as ‘narrative structures’, ordering the complex facts of a scandal into a coherent whole and given logic by visual presentation in a manner reminiscent of corporate flow charts and systems diagrams. Lombardi came to public attention by his inclusion in a group show at the Drawing Center, New York (1997), and had his first solo exhibition, Silent Partners at the Pierogi 2000 gallery in Williamsburg (1998). A posthumous travelling exhibition and catalogue entitled Mark Lombardi: Global Networks (2003–2005) was organized by Independent Curators Inc."
"Lynn Love","http://www.sharjahart.org/people/people-by-alphabet/l/love-lynn","Lynn Love has been writing about science and art for 15 years, and is based in New York City. In 2010 she launched the science and culture project, hergenius.org."
"Maha Maamoun","http://www.sharjahart.org/people/people-by-alphabet/m/maamoun-maha","Working primarily with the mediums of photography and video, Maha Maamoun often starts from generic visual representations of Cairo to explore how these intersect with, and are negotiated by, personal experiences."
"Robert MacPherson","http://www.sharjahart.org/people/people-by-alphabet/m/macpherson-robert","For over thirty years the artist Robert MacPherson has produced objects and installations in which he exploits the emotive tension between anonymous functional objects and a highly specific, visually allusive language with which they are named, often drawn from Australian working class slang."
"Lani Maestro","http://www.sharjahart.org/people/people-by-alphabet/m/maestro-lani","Lani Maestro has used a range of media including installation, sound, video, books and text to create work that explores the often complex dualities of human experience and the physical power of the natural world."
"Basim  Magdy","http://www.sharjahart.org/people/people-by-alphabet/m/magdy-basim","b. 1977, Assiut, EgyptLives and works in Cairo, Egypt, and Basel, Switzerland"
"Teboho Mahlatsi","http://www.sharjahart.org/people/people-by-alphabet/m/mahlatsi-teboho","Teboho Mahlatsi was born in 1974. He graduated from the Africa Cultural Centre Film & Television Course in Johannesburg. Through his production company The Bomb Shelter, he won numerous international film awards. His films include Meokgo and the Stickfighter (2006), A Portrait of a Young Man Drowning (1999) and White City Black Lives (1997)."
